Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m3e1,branch-sizd,branch-yuxs,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Left Arm,Spreadsheet: Right Arm,Spreadsheet: Left SR,Spreadsheet: Right SR,Spreadsheet: Left Payoff,Spreadsheet: Right Payoff,Spreadsheet: Condition,Spreadsheet: randomise_trials,Spreadsheet: block_flag,Spreadsheet: Win,Spreadsheet: Left Payoff Text,Spreadsheet: Right Payoff Text,Spreadsheet: Win Text,Manipulation: Spreadsheet,Store: greenBox.png,Store: blueBox.png,Store: points
47,1720554729462,09/07/2024 19:52:09,1720558329462,1,09/07/2024 21:52:09,172913,29,task-c2ir,,38853848,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,13,Trial,Feedback Left,n9r2n7,3,timedOut,,4000.320000000007,4000,4000.320000000007,4000.320000000007,4000,4000.320000000007,1,4000.320000000007,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**r**,**R**,-5,-1,Lose r = R,11,11,0,# You **lost 5** points,# You **lost 1** point,# Losing,,,,
48,1720554730448,09/07/2024 19:52:10,1720558330448,1,09/07/2024 21:52:10,172913,29,task-c2ir,,38853848,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,14,Trial,Fixation,gnptrq,1,continue,,986.140000000014,986.140000000014,986.140000000014,986.140000000014,986.140000000014,986.140000000014,1,986.140000000014,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**r**,**R**,-3,-5,Lose r = R,11,11,0,# You **lost 3** points,# You **lost 5** points,# Losing,,,,
49,1720554730839,09/07/2024 19:52:10,1720558330839,1,09/07/2024 21:52:10,172913,29,task-c2ir,,38853848,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,14,Trial,Bandits,91qg1k,2,response,greenBox.png,391.179999999993,388.8999999999942,391.179999999993,391.179999999993,388.8999999999942,391.179999999993,1,391.179999999993,0,0,,Click Response,Right Arm,2,object-18,Trial,blueBox.png,greenBox.png,**r**,**R**,-3,-5,Lose r = R,11,11,0,# You **lost 3** points,# You **lost 5** points,# Losing,,,,
50,1720554734837,09/07/2024 19:52:14,1720558334837,1,09/07/2024 21:52:14,172913,29,task-c2ir,,38853848,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,14,Trial,Feedback Right,g47dtj,3,timedOut,,4000.279999999999,4000,4000.279999999999,4000.279999999999,4000,4000.279999999999,1,4000.279999999999,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**r**,**R**,-3,-5,Lose r = R,11,11,0,# You **lost 3** points,# You **lost 5** points,# Losing,,,,
51,1720554735823,09/07/2024 19:52:15,1720558335823,1,09/07/2024 21:52:15,172913,29,task-c2ir,,38853848,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,15,Trial,Fixation,gnptrq,1,continue,,986.1399999999849,986.1399999999849,986.1399999999849,986.1399999999849,986.1399999999849,986.1399999999849,1,986.1399999999849,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-3,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 3** point,# Losing,,,,
52,1720554736356,09/07/2024 19:52:16,1720558336356,1,09/07/2024 21:52:16,172913,29,task-c2ir,,38853848,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,15,Trial,Bandits,91qg1k,2,response,blueBox.png,533.140000000014,527.8000000000175,533.140000000014,533.140000000014,527.8000000000175,533.140000000014,1,533.140000000014,0,0,,Click Response,Left Arm,1,object-17,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-3,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 3** point,# Losing,,,,
53,1720554740351,09/07/2024 19:52:20,1720558340351,1,09/07/2024 21:52:20,172913,29,task-c2ir,,38853848,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,15,Trial,Feedback Left,n9r2n7,3,timedOut,,4000.3399999999965,4000,4000.3399999999965,4000.3399999999965,4000,4000.3399999999965,1,4000.3399999999965,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-3,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 3** point,# Losing,,,,
54,1720554741337,09/07/2024 19:52:21,1720558341337,1,09/07/2024 21:52:21,172913,29,task-c2ir,,38853848,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,16,Trial,Fixation,gnptrq,1,continue,,986.1000000000058,986.1000000000058,986.1000000000058,986.1000000000058,986.1000000000058,986.1000000000058,1,986.1000000000058,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-7,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 7** points,# Losing,,,,
55,1720554741728,09/07/2024 19:52:21,1720558341728,1,09/07/2024 21:52:21,172913,29,task-c2ir,,38853848,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,16,Trial,Bandits,91qg1k,2,response,greenBox.png,390.2399999999907,388.8999999999942,390.2399999999907,390.2399999999907,388.8999999999942,390.2399999999907,1,390.2399999999907,0,0,,Click Response,Right Arm,2,object-18,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-7,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 7** points,# Losing,,,,
56,1720554745726,09/07/2024 19:52:25,1720558345726,1,09/07/2024 21:52:25,172913,29,task-c2ir,,38853848,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,16,Trial,Feedback Right,g47dtj,3,timedOut,,4000.3399999999965,4000.0199999999895,4000.3399999999965,4000.3399999999965,4000.0199999999895,4000.3399999999965,1,4000.3399999999965,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-7,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 7** points,# Losing,,,,
57,1720554773968,09/07/2024 19:52:53,1720558373968,1,09/07/2024 21:52:53,172913,29,task-c2ir,,38853848,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,1,End,End,ocbz4x,1,continue,,28243.26000000004,28236.300000000017,28243.26000000004,28243.26000000004,28236.300000000017,28243.26000000004,1,28243.26000000004,0,0,,Click To Continue,Continue Button,2,object-64,End,,,,,,,,,,,,,,,,,
58,1720554773970,09/07/2024 19:52:53,1720558373970,1,09/07/2024 21:52:53,172913,29,task-c2ir,,38853848,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1720554595136,09/07/2024 19:49:55,1720558195136,1,09/07/2024 21:49:55,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1720554609449,09/07/2024 19:50:09,1720558209449,1,09/07/2024 21:50:09,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions 1,so2kpt,1,continue,,14320.300000000001,14314.2,14320.300000000001,14320.300000000001,14314.2,14320.300000000001,1,14320.300000000001,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,,,,,,,,,,,
3,1720554626585,09/07/2024 19:50:26,1720558226585,1,09/07/2024 21:50:26,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions 2,em4532,2,continue,,17142.29999999702,17136.9,17142.29999999702,17142.29999999702,17136.9,17142.29999999702,1,17142.29999999702,0,0,,Click To Continue,Continue Button,2,object-106,Instructions,,,,,,,,,,,,,,,,,
4,1720554628573,09/07/2024 19:50:28,1720558228573,1,09/07/2024 21:50:28,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions 3,ks39vb,3,continue,,1994.1999999977634,1993,1994.1999999977634,1994.1999999977634,1993,1994.1999999977634,1,1994.1999999977634,0,0,,Click To Continue,Continue Button,2,object-127,Instructions,,,,,,,,,,,,,,,,,
5,1720554634524,09/07/2024 19:50:34,1720558234524,1,09/07/2024 21:50:34,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,1,SR Winning,Screen 1,pxw3h7,1,continue,,5951.999999998508,5948.5,5951.999999998508,5951.999999998508,5948.5,5951.999999998508,1,5951.999999998508,0,0,,Click To Continue,Continue Button,2,object-198,SR Winning,,,,,,,,,,,,,,,,,
6,1720554635509,09/07/2024 19:50:35,1720558235509,1,09/07/2024 21:50:35,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Trial,Fixation,gnptrq,1,continue,,987.5,987.5,987.5,987.5,987.5,987.5,1,987.5,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**S**,5,4,Win S = R,6,6,1,# You **won 5** points,# You **won 4** points,# Winning,,,,
7,1720554638334,09/07/2024 19:50:38,1720558238334,1,09/07/2024 21:50:38,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Trial,Bandits,91qg1k,2,response,blueBox.png,2824.4999999985084,2822.699999999997,2824.4999999985084,2824.4999999985084,2822.699999999997,2824.4999999985084,1,2824.4999999985084,0,0,,Click Response,Right SR,4,object-20,Trial,greenBox.png,blueBox.png,**R**,**S**,5,4,Win S = R,6,6,1,# You **won 5** points,# You **won 4** points,# Winning,,,,
8,1720554642331,09/07/2024 19:50:42,1720558242331,1,09/07/2024 21:50:42,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Trial,Feedback Right,g47dtj,3,timedOut,,4000.2999999985113,3997.9000000000015,4000.2999999985113,4000.2999999985113,3997.9000000000015,4000.2999999985113,1,4000.2999999985113,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**S**,5,4,Win S = R,6,6,1,# You **won 5** points,# You **won 4** points,# Winning,,,,
9,1720554643318,09/07/2024 19:50:43,1720558243318,1,09/07/2024 21:50:43,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,2,Trial,Fixation,gnptrq,1,continue,,987.5999999999985,987.5999999999985,987.5999999999985,987.5999999999985,987.5999999999985,987.5999999999985,1,987.5999999999985,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**S**,7,4,Win S = R,6,6,1,# You **won 7** points,# You **won 4** points,# Winning,,,,
10,1720554647315,09/07/2024 19:50:47,1720558247315,1,09/07/2024 21:50:47,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,2,Trial,Bandits,91qg1k,2,response,No Response,3997.9000000000015,3997.9000000000015,3997.9000000000015,3997.9000000000015,3997.9000000000015,3997.9000000000015,1,3997.9000000000015,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**S**,7,4,Win S = R,6,6,1,# You **won 7** points,# You **won 4** points,# Winning,,,,
11,1720554648302,09/07/2024 19:50:48,1720558248302,1,09/07/2024 21:50:48,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,3,Trial,Fixation,gnptrq,1,continue,,987.5,987.5,987.5,987.5,987.5,987.5,1,987.5,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**S**,3,4,Win S = R,6,6,1,# You **won 3** points,# You **won 4** points,# Winning,,,,
12,1720554649235,09/07/2024 19:50:49,1720558249235,1,09/07/2024 21:50:49,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,3,Trial,Bandits,91qg1k,2,response,blueBox.png,932.7999999970198,926.8000000000029,932.7999999970198,932.7999999970198,926.8000000000029,932.7999999970198,1,932.7999999970198,0,0,,Click Response,Right SR,4,object-20,Trial,greenBox.png,blueBox.png,**R**,**S**,3,4,Win S = R,6,6,1,# You **won 3** points,# You **won 4** points,# Winning,,,,
13,1720554653227,09/07/2024 19:50:53,1720558253227,1,09/07/2024 21:50:53,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,3,Trial,Feedback Right,g47dtj,3,timedOut,,3997.999999997017,3997.699999999997,3997.999999997017,3997.999999997017,3997.699999999997,3997.999999997017,1,3997.999999997017,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**S**,3,4,Win S = R,6,6,1,# You **won 3** points,# You **won 4** points,# Winning,,,,
14,1720554654214,09/07/2024 19:50:54,1720558254214,1,09/07/2024 21:50:54,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,4,Trial,Fixation,gnptrq,1,continue,,987.8000000000029,987.8000000000029,987.8000000000029,987.8000000000029,987.8000000000029,987.8000000000029,1,987.8000000000029,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**S**,1,4,Win S = R,6,6,1,# You **won 1** point,# You **won 4** points,# Winning,,,,
15,1720554654956,09/07/2024 19:50:54,1720558254956,1,09/07/2024 21:50:54,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,4,Trial,Bandits,91qg1k,2,response,blueBox.png,741.7999999977619,738.8999999999942,741.7999999977619,741.7999999977619,738.8999999999942,741.7999999977619,1,741.7999999977619,0,0,,Click Response,Right Arm,2,object-18,Trial,greenBox.png,blueBox.png,**R**,**S**,1,4,Win S = R,6,6,1,# You **won 1** point,# You **won 4** points,# Winning,,,,
16,1720554658951,09/07/2024 19:50:58,1720558258951,1,09/07/2024 21:50:58,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,4,Trial,Feedback Right,g47dtj,3,timedOut,,3998.300000000003,3997.7000000000044,3998.300000000003,3998.300000000003,3997.7000000000044,3998.300000000003,1,3998.300000000003,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**S**,1,4,Win S = R,6,6,1,# You **won 1** point,# You **won 4** points,# Winning,,,,
17,1720554667923,09/07/2024 19:51:07,1720558267923,1,09/07/2024 21:51:07,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,1,SR Losing,Screen 1,1mwqw5,1,continue,,8971.499999999993,8965.499999999993,8971.499999999993,8971.499999999993,8965.499999999993,8971.499999999993,1,8971.499999999993,0,0,,Click To Continue,Continue Button,2,object-194,SR Losing,,,,,,,,,,,,,,,,,
18,1720554668905,09/07/2024 19:51:08,1720558268905,1,09/07/2024 21:51:08,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,5,Trial,Fixation,gnptrq,1,continue,,987.5,987.5,987.5,987.5,987.5,987.5,1,987.5,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**S**,**R**,-4,-7,Lose S = R,1,1,0,# You **lost 4** points,# You **lost 7** points,# Losing,,,,
19,1720554670102,09/07/2024 19:51:10,1720558270102,1,09/07/2024 21:51:10,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,5,Trial,Bandits,91qg1k,2,response,greenBox.png,1197.6000000000058,1193.300000000003,1197.6000000000058,1197.6000000000058,1193.300000000003,1197.6000000000058,1,1197.6000000000058,0,0,,Click Response,Right SR,4,object-20,Trial,blueBox.png,greenBox.png,**S**,**R**,-4,-7,Lose S = R,1,1,0,# You **lost 4** points,# You **lost 7** points,# Losing,,,,
20,1720554674095,09/07/2024 19:51:14,1720558274095,1,09/07/2024 21:51:14,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,5,Trial,Feedback Right,g47dtj,3,timedOut,,3998.3999999977677,3997.800000000003,3998.3999999977677,3998.3999999977677,3997.800000000003,3998.3999999977677,1,3998.3999999977677,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**S**,**R**,-4,-7,Lose S = R,1,1,0,# You **lost 4** points,# You **lost 7** points,# Losing,,,,
21,1720554675083,09/07/2024 19:51:15,1720558275083,1,09/07/2024 21:51:15,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,6,Trial,Fixation,gnptrq,1,continue,,987.6999999999971,987.6999999999971,987.6999999999971,987.6999999999971,987.6999999999971,987.6999999999971,1,987.6999999999971,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**S**,**R**,-4,-5,Lose S = R,1,1,0,# You **lost 4** points,# You **lost 5** points,# Losing,,,,
22,1720554675473,09/07/2024 19:51:15,1720558275473,1,09/07/2024 21:51:15,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,6,Trial,Bandits,91qg1k,2,response,blueBox.png,389.8000000000029,387.6000000000058,389.8000000000029,389.8000000000029,387.6000000000058,389.8000000000029,1,389.8000000000029,0,0,,Click Response,Left SR,3,object-19,Trial,blueBox.png,greenBox.png,**S**,**R**,-4,-5,Lose S = R,1,1,0,# You **lost 4** points,# You **lost 5** points,# Losing,,,,
23,1720554679468,09/07/2024 19:51:19,1720558279468,1,09/07/2024 21:51:19,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,6,Trial,Feedback Left,n9r2n7,3,timedOut,,3998.199999999997,3997.800000000003,3998.199999999997,3998.199999999997,3997.800000000003,3998.199999999997,1,3998.199999999997,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**S**,**R**,-4,-5,Lose S = R,1,1,0,# You **lost 4** points,# You **lost 5** points,# Losing,,,,
24,1720554680456,09/07/2024 19:51:20,1720558280456,1,09/07/2024 21:51:20,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,7,Trial,Fixation,gnptrq,1,continue,,987.5999999999913,987.5999999999913,987.5999999999913,987.5999999999913,987.5999999999913,987.5999999999913,1,987.5999999999913,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**S**,**R**,-4,-1,Lose S = R,1,1,0,# You **lost 4** points,# You **lost 1** point,# Losing,,,,
25,1720554680810,09/07/2024 19:51:20,1720558280810,1,09/07/2024 21:51:20,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,7,Trial,Bandits,91qg1k,2,response,greenBox.png,353.99999999925785,351.40000000000873,353.99999999925785,353.99999999925785,351.40000000000873,353.99999999925785,1,353.99999999925785,0,0,,Click Response,Right SR,4,object-20,Trial,blueBox.png,greenBox.png,**S**,**R**,-4,-1,Lose S = R,1,1,0,# You **lost 4** points,# You **lost 1** point,# Losing,,,,
26,1720554684805,09/07/2024 19:51:24,1720558284805,1,09/07/2024 21:51:24,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,7,Trial,Feedback Right,g47dtj,3,timedOut,,3997.999999997759,3997.5999999999913,3997.999999997759,3997.999999997759,3997.5999999999913,3997.999999997759,1,3997.999999997759,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**S**,**R**,-4,-1,Lose S = R,1,1,0,# You **lost 4** points,# You **lost 1** point,# Losing,,,,
27,1720554685793,09/07/2024 19:51:25,1720558285793,1,09/07/2024 21:51:25,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,8,Trial,Fixation,gnptrq,1,continue,,987.6999999999971,987.6999999999971,987.6999999999971,987.6999999999971,987.6999999999971,987.6999999999971,1,987.6999999999971,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**S**,**R**,-4,-3,Lose S = R,1,1,0,# You **lost 4** points,# You **lost 3** point,# Losing,,,,
28,1720554686111,09/07/2024 19:51:26,1720558286111,1,09/07/2024 21:51:26,172913,29,task-c2ir,,38853858,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,2-Armed Bandit (rehearsal),5,E,Consent,eligible,Spreadsheet1,Spreadsheet1,8,Trial,Bandits,91qg1k,2,response,blueBox.png,318.1000000000058,315.1000000000058,318.1000000000058,318.1000000000058,315.1000000000058,318.1000000000058,1,318.1000000000058,0,0,,Click Response,Left SR,3,object-19,Trial,blueBox.png,greenBox.png,**S**,**R**,-4,-3,Lose S = R,1,1,0,# You **lost 4** points,# You **lost 3** point,# Losing,,,,
