Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m3e1,branch-sizd,branch-yuxs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
11,1720094920001,04/07/2024 12:08:40,1720098520001,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,2,,"£65 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,6,object-10
12,1720094920001,04/07/2024 12:08:40,1720098520001,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£85 for sure,,"£85 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,7,object-14
13,1720094920001,04/07/2024 12:08:40,1720098520001,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£85 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,7,object-14
14,1720094920002,04/07/2024 12:08:40,1720098520002,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£100 for sure,,"£100 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,8,object-17
15,1720094920002,04/07/2024 12:08:40,1720098520002,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£100 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,8,object-17
16,1720094920002,04/07/2024 12:08:40,1720098520002,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,Please select this option for this question.,,"Please select this option for this question.|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,9,object-23
17,1720094920002,04/07/2024 12:08:40,1720098520002,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"Please select this option for this question.|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,9,object-23
18,1720094920002,04/07/2024 12:08:40,1720098520002,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£75 for sure,,"£75 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,10,object-12
19,1720094920002,04/07/2024 12:08:40,1720098520002,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£75 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,10,object-12
20,1720094920003,04/07/2024 12:08:40,1720098520003,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£95 for sure,,"£95 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,11,object-16
21,1720094920003,04/07/2024 12:08:40,1720098520003,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£95 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,11,object-16
22,1720094920003,04/07/2024 12:08:40,1720098520003,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£80 for sure,,"£80 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,12,object-13
23,1720094920003,04/07/2024 12:08:40,1720098520003,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£80 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,12,object-13
24,1720094920003,04/07/2024 12:08:40,1720098520003,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£90 for sure,,"£90 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,13,object-15
25,1720094920003,04/07/2024 12:08:40,1720098520003,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£90 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,13,object-15
26,1720094920004,04/07/2024 12:08:40,1720098520004,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£105 for sure,,"£105 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,14,object-18
27,1720094920004,04/07/2024 12:08:40,1720098520004,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£105 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,14,object-18
28,1720094920004,04/07/2024 12:08:40,1720098520004,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£120 for sure,,"£120 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,15,object-21
29,1720094920004,04/07/2024 12:08:40,1720098520004,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£120 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,15,object-21
30,1720094920004,04/07/2024 12:08:40,1720098520004,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£110 for sure,,"£110 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,16,object-19
31,1720094920005,04/07/2024 12:08:40,1720098520005,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£110 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,16,object-19
32,1720094920005,04/07/2024 12:08:40,1720098520005,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£115 for sure,,"£115 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,17,object-20
33,1720094920005,04/07/2024 12:08:40,1720098520005,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£115 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,17,object-20
34,1720094920005,04/07/2024 12:08:40,1720098520005,1,04/07/2024 14:08:40,172913,29,questionnaire-yvcs,,38750707,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,,,,,info,,END,,,,,
1,1720165918607,05/07/2024 07:51:58,1720169518607,1,05/07/2024 09:51:58,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720166015854,05/07/2024 07:53:35,1720169615854,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,"A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",,"£50 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,2,object-5
3,1720166015854,05/07/2024 07:53:35,1720169615854,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,2,,"£50 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,2,object-5
4,1720166015854,05/07/2024 07:53:35,1720169615854,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,"A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",,"£60 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,3,object-9
5,1720166015854,05/07/2024 07:53:35,1720169615854,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,2,,"£60 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,3,object-9
6,1720166015854,05/07/2024 07:53:35,1720169615854,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£70 for sure,,"£70 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,4,object-11
7,1720166015854,05/07/2024 07:53:35,1720169615854,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£70 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,4,object-11
8,1720166015855,05/07/2024 07:53:35,1720169615855,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,"A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",,"£55 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,5,object-8
9,1720166015855,05/07/2024 07:53:35,1720169615855,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,2,,"£55 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,5,object-8
10,1720166015855,05/07/2024 07:53:35,1720169615855,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,"A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",,"£65 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,6,object-10
11,1720166015855,05/07/2024 07:53:35,1720169615855,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,2,,"£65 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,6,object-10
12,1720166015855,05/07/2024 07:53:35,1720169615855,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£85 for sure,,"£85 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,7,object-14
13,1720166015855,05/07/2024 07:53:35,1720169615855,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£85 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,7,object-14
14,1720166015855,05/07/2024 07:53:35,1720169615855,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£100 for sure,,"£100 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,8,object-17
15,1720166015856,05/07/2024 07:53:35,1720169615856,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£100 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,8,object-17
16,1720166015856,05/07/2024 07:53:35,1720169615856,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,Please select this option for this question.,,"Please select this option for this question.|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,9,object-23
17,1720166015856,05/07/2024 07:53:35,1720169615856,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"Please select this option for this question.|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,9,object-23
18,1720166015856,05/07/2024 07:53:35,1720169615856,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£75 for sure,,"£75 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,10,object-12
19,1720166015856,05/07/2024 07:53:35,1720169615856,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£75 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,10,object-12
20,1720166015856,05/07/2024 07:53:35,1720169615856,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£95 for sure,,"£95 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,11,object-16
21,1720166015857,05/07/2024 07:53:35,1720169615857,1,05/07/2024 09:53:35,172913,29,questionnaire-yvcs,,38764284,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Risk Aversion Questionnaire with attention check (8),4,F,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£95 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,11,object-16
